estimateactive,loweractive5,upperactive95,estimateinactive,lowerinactive5,upperinactive95,estimate2xmonth,lower2xmonth5,upper2xmoonth95
0.65,0.61,0.68,0.2,0.15,0.25,0.82,0.8,0.84
0.66,0.62,0.69,0.19,0.14,0.24,0.84,0.82,0.86
0.69,0.67,0.72,0.17,0.11,0.21,0.86,0.84,0.88
0.67,0.65,0.7,0.17,0.12,0.22,0.86,0.84,0.87
0.69,0.66,0.71,0.17,0.12,0.22,0.86,0.85,0.87
0.65,0.61,0.69,0.22,0.16,0.27,0.82,0.79,0.84
0.6,0.58,0.63,0.23,0.19,0.27,0.8,0.78,0.81
0.64,0.62,0.66,0.2,0.15,0.25,0.82,0.8,0.83
0.62,0.59,0.65,0.22,0.17,0.27,0.79,0.77,0.81
0.56,0.53,0.6,0.29,0.24,0.33,0.72,0.7,0.75
0.62,0.59,0.65,0.24,0.19,0.28,0.79,0.77,0.81
0.61,0.58,0.64,0.23,0.18,0.28,0.78,0.76,0.8
0.6,0.57,0.63,0.28,0.23,0.32,0.73,0.71,0.76
0.61,0.58,0.63,0.25,0.2,0.29,0.78,0.76,0.8
0.61,0.58,0.64,0.23,0.18,0.27,0.78,0.76,0.81
0.51,0.47,0.54,0.35,0.3,0.39,0.66,0.63,0.69
0.59,0.56,0.63,0.26,0.21,0.3,0.75,0.72,0.78
0.64,0.6,0.67,0.25,0.2,0.29,0.75,0.72,0.78
0.66,0.62,0.68,0.21,0.16,0.25,0.8,0.78,0.82
0.66,0.63,0.68,0.21,0.16,0.25,0.8,0.78,0.82
0.68,0.65,0.71,0.19,0.13,0.23,0.82,0.8,0.84
0.53,0.49,0.56,0.33,0.29,0.37,0.68,0.65,0.71
0.65,0.62,0.68,0.21,0.16,0.26,0.79,0.77,0.82
0.64,0.59,0.69,0.22,0.16,0.27,0.8,0.77,0.83
0.59,0.55,0.63,0.25,0.2,0.3,0.74,0.71,0.77
0.64,0.61,0.67,0.22,0.17,0.27,0.8,0.77,0.82
0.55,0.49,0.61,0.33,0.27,0.39,0.7,0.64,0.75
0.68,0.63,0.71,0.2,0.14,0.25,0.84,0.82,0.87
0.66,0.62,0.69,0.2,0.15,0.25,0.8,0.77,0.83
0.61,0.57,0.65,0.24,0.18,0.28,0.78,0.75,0.81
0.54,0.5,0.59,0.31,0.26,0.36,0.72,0.68,0.75
0.64,0.6,0.68,0.21,0.15,0.26,0.79,0.76,0.82
0.56,0.52,0.6,0.3,0.25,0.35,0.74,0.71,0.77
0.56,0.53,0.6,0.31,0.26,0.35,0.74,0.71,0.77
0.59,0.55,0.63,0.27,0.22,0.32,0.76,0.72,0.79
0.53,0.49,0.57,0.33,0.28,0.38,0.69,0.65,0.73
0.65,0.61,0.69,0.21,0.16,0.26,0.81,0.78,0.84
0.66,0.62,0.7,0.21,0.16,0.26,0.79,0.75,0.82
0.68,0.63,0.72,0.18,0.13,0.23,0.85,0.82,0.88
0.71,0.68,0.75,0.17,0.11,0.22,0.86,0.84,0.88
0.59,0.54,0.64,0.25,0.2,0.3,0.77,0.74,0.81
0.61,0.56,0.65,0.25,0.2,0.3,0.79,0.75,0.82
0.69,0.65,0.73,0.17,0.11,0.22,0.86,0.83,0.88
0.65,0.6,0.7,0.23,0.17,0.28,0.79,0.75,0.82
0.62,0.58,0.66,0.25,0.2,0.29,0.75,0.72,0.79
0.78,0.75,0.81,0.11,0.05,0.16,0.9,0.88,0.91
0.75,0.71,0.78,0.14,0.08,0.19,0.88,0.85,0.9
0.62,0.58,0.66,0.23,0.18,0.27,0.78,0.75,0.81
0.62,0.58,0.67,0.23,0.18,0.28,0.79,0.76,0.83
0.8,0.77,0.83,0.1,0.04,0.16,0.9,0.88,0.92
0.81,0.78,0.84,0.1,0.04,0.15,0.89,0.88,0.91
0.73,0.69,0.77,0.14,0.09,0.19,0.86,0.84,0.89
0.58,0.54,0.62,0.25,0.2,0.29,0.78,0.75,0.81
0.76,0.73,0.8,0.12,0.06,0.18,0.88,0.86,0.9
0.75,0.71,0.78,0.14,0.08,0.19,0.87,0.84,0.89
0.76,0.73,0.79,0.14,0.08,0.19,0.88,0.86,0.9
0.7,0.66,0.73,0.17,0.12,0.22,0.84,0.82,0.86
0.8,0.77,0.82,0.11,0.05,0.16,0.88,0.87,0.9
0.7,0.67,0.73,0.18,0.13,0.23,0.85,0.83,0.88
0.81,0.78,0.84,0.1,0.04,0.15,0.89,0.87,0.91
0.56,0.52,0.61,0.3,0.25,0.35,0.71,0.67,0.75
0.79,0.76,0.82,0.11,0.05,0.16,0.89,0.87,0.91
0.79,0.76,0.83,0.13,0.07,0.18,0.88,0.86,0.9
0.75,0.71,0.78,0.14,0.09,0.19,0.87,0.85,0.89
0.81,0.78,0.84,0.11,0.05,0.16,0.89,0.87,0.91
0.73,0.71,0.75,0.16,0.11,0.21,0.84,0.82,0.85
0.74,0.72,0.77,0.15,0.09,0.2,0.86,0.85,0.88
0.7,0.68,0.72,0.17,0.12,0.22,0.84,0.83,0.86
0.63,0.6,0.65,0.2,0.15,0.25,0.83,0.82,0.85
0.55,0.52,0.57,0.32,0.28,0.35,0.7,0.68,0.72
0.53,0.5,0.56,0.34,0.3,0.38,0.69,0.67,0.71
0.63,0.61,0.66,0.23,0.18,0.27,0.82,0.81,0.84
0.59,0.56,0.62,0.26,0.21,0.3,0.78,0.76,0.8
0.6,0.58,0.63,0.24,0.2,0.29,0.79,0.77,0.8
0.58,0.55,0.6,0.28,0.23,0.32,0.76,0.74,0.78
0.61,0.58,0.64,0.25,0.2,0.29,0.8,0.78,0.81
0.59,0.57,0.61,0.26,0.21,0.3,0.76,0.74,0.77
0.55,0.52,0.58,0.3,0.26,0.34,0.72,0.7,0.74
0.6,0.57,0.62,0.25,0.21,0.29,0.76,0.74,0.78
0.6,0.55,0.65,0.26,0.21,0.31,0.76,0.72,0.79
0.52,0.47,0.57,0.36,0.31,0.41,0.67,0.62,0.71
0.62,0.58,0.66,0.25,0.2,0.3,0.79,0.76,0.82
0.63,0.59,0.67,0.26,0.21,0.31,0.77,0.74,0.81
0.59,0.54,0.64,0.31,0.26,0.36,0.74,0.7,0.78
0.66,0.61,0.71,0.23,0.18,0.29,0.82,0.78,0.85
0.63,0.59,0.67,0.27,0.22,0.32,0.76,0.73,0.79
0.73,0.7,0.77,0.19,0.13,0.23,0.86,0.83,0.88
0.74,0.7,0.78,0.15,0.09,0.2,0.87,0.84,0.89
0.69,0.65,0.72,0.21,0.16,0.26,0.84,0.81,0.86
0.73,0.69,0.76,0.18,0.12,0.23,0.86,0.84,0.88
0.67,0.63,0.71,0.21,0.15,0.26,0.85,0.82,0.87
0.73,0.69,0.76,0.17,0.11,0.22,0.87,0.84,0.89
0.75,0.71,0.78,0.17,0.11,0.22,0.86,0.84,0.88
0.7,0.66,0.73,0.18,0.12,0.23,0.83,0.81,0.86
0.6,0.55,0.63,0.25,0.2,0.3,0.77,0.74,0.8
0.63,0.59,0.67,0.23,0.18,0.28,0.77,0.74,0.8
0.54,0.5,0.58,0.29,0.25,0.34,0.73,0.69,0.76
0.65,0.61,0.69,0.22,0.16,0.27,0.77,0.74,0.8
0.66,0.62,0.69,0.21,0.16,0.26,0.82,0.8,0.84
0.55,0.51,0.59,0.3,0.25,0.34,0.74,0.7,0.77
0.57,0.53,0.61,0.26,0.21,0.31,0.76,0.73,0.79
0.76,0.72,0.79,0.14,0.08,0.19,0.88,0.86,0.9
0.59,0.54,0.63,0.29,0.24,0.33,0.75,0.71,0.78
0.71,0.67,0.74,0.18,0.12,0.23,0.85,0.83,0.87
0.52,0.48,0.56,0.34,0.29,0.38,0.7,0.67,0.72
0.7,0.66,0.73,0.19,0.14,0.24,0.82,0.8,0.84
0.65,0.61,0.68,0.19,0.14,0.23,0.83,0.8,0.85
0.6,0.57,0.63,0.27,0.22,0.31,0.77,0.75,0.79
0.56,0.52,0.59,0.28,0.24,0.33,0.74,0.71,0.77
0.76,0.73,0.78,0.15,0.09,0.2,0.85,0.83,0.87
0.55,0.52,0.58,0.29,0.24,0.33,0.74,0.72,0.76
0.57,0.54,0.6,0.29,0.25,0.33,0.75,0.72,0.77
0.75,0.72,0.77,0.15,0.1,0.2,0.86,0.85,0.88
0.66,0.63,0.69,0.22,0.17,0.26,0.8,0.78,0.82
0.59,0.55,0.62,0.27,0.22,0.31,0.73,0.7,0.75
0.74,0.71,0.76,0.17,0.11,0.21,0.85,0.83,0.87
0.62,0.58,0.65,0.22,0.18,0.27,0.8,0.78,0.82
0.52,0.49,0.56,0.3,0.26,0.34,0.71,0.69,0.74
0.58,0.54,0.61,0.26,0.21,0.3,0.77,0.74,0.79
0.54,0.51,0.57,0.3,0.26,0.34,0.71,0.68,0.73
0.6,0.58,0.63,0.26,0.22,0.3,0.76,0.74,0.78
0.68,0.66,0.71,0.19,0.14,0.24,0.8,0.78,0.82
0.58,0.53,0.62,0.27,0.21,0.31,0.76,0.72,0.79
0.63,0.59,0.66,0.26,0.21,0.3,0.78,0.75,0.8
0.53,0.49,0.57,0.32,0.28,0.36,0.69,0.66,0.73
0.66,0.63,0.69,0.22,0.16,0.26,0.81,0.8,0.83
0.64,0.6,0.67,0.22,0.16,0.26,0.82,0.8,0.84
0.57,0.54,0.61,0.27,0.22,0.32,0.77,0.74,0.79
0.67,0.64,0.7,0.2,0.15,0.25,0.82,0.8,0.84
0.62,0.59,0.65,0.22,0.17,0.27,0.82,0.8,0.84
0.61,0.57,0.65,0.24,0.19,0.29,0.79,0.76,0.82
0.6,0.56,0.63,0.26,0.21,0.3,0.77,0.74,0.79
0.59,0.55,0.64,0.26,0.21,0.31,0.76,0.73,0.8
0.61,0.57,0.65,0.24,0.19,0.29,0.77,0.74,0.8
0.64,0.61,0.67,0.23,0.18,0.28,0.83,0.81,0.84
0.63,0.61,0.66,0.21,0.16,0.25,0.81,0.8,0.83
0.66,0.64,0.68,0.23,0.19,0.27,0.83,0.82,0.85
0.65,0.63,0.68,0.2,0.16,0.25,0.83,0.81,0.85
0.62,0.59,0.64,0.25,0.2,0.29,0.78,0.76,0.8
0.6,0.57,0.63,0.24,0.2,0.29,0.8,0.77,0.82
0.59,0.57,0.62,0.27,0.22,0.31,0.78,0.76,0.79
0.64,0.61,0.67,0.2,0.15,0.25,0.82,0.8,0.84
0.62,0.59,0.64,0.22,0.18,0.27,0.81,0.79,0.83
0.61,0.59,0.63,0.25,0.2,0.29,0.77,0.76,0.78
0.61,0.59,0.64,0.24,0.2,0.29,0.79,0.77,0.81
0.64,0.61,0.67,0.2,0.15,0.24,0.83,0.81,0.85
0.63,0.59,0.66,0.21,0.16,0.26,0.81,0.79,0.84
0.63,0.61,0.66,0.21,0.16,0.25,0.81,0.79,0.83
0.61,0.58,0.63,0.22,0.17,0.26,0.81,0.79,0.83
0.64,0.59,0.68,0.19,0.13,0.24,0.83,0.8,0.85
0.64,0.58,0.69,0.21,0.15,0.27,0.82,0.79,0.86
0.64,0.58,0.7,0.22,0.16,0.28,0.81,0.76,0.84
0.62,0.57,0.67,0.22,0.16,0.27,0.81,0.77,0.85
0.65,0.6,0.7,0.19,0.13,0.24,0.84,0.8,0.87
0.67,0.62,0.7,0.19,0.13,0.24,0.84,0.82,0.87
0.65,0.61,0.69,0.19,0.14,0.24,0.84,0.82,0.87
0.65,0.6,0.7,0.18,0.12,0.23,0.84,0.8,0.87
0.62,0.57,0.66,0.23,0.17,0.28,0.8,0.76,0.82
0.65,0.61,0.69,0.2,0.15,0.25,0.82,0.79,0.85
0.67,0.62,0.72,0.18,0.12,0.24,0.84,0.81,0.87
0.66,0.62,0.71,0.19,0.14,0.25,0.84,0.81,0.86
0.64,0.58,0.7,0.22,0.16,0.28,0.83,0.78,0.86
0.6,0.55,0.64,0.25,0.2,0.3,0.79,0.76,0.82
0.6,0.55,0.65,0.25,0.19,0.3,0.78,0.75,0.82
0.59,0.56,0.63,0.27,0.22,0.31,0.77,0.75,0.79
0.6,0.57,0.63,0.25,0.2,0.29,0.79,0.77,0.81
0.54,0.51,0.58,0.3,0.26,0.34,0.72,0.69,0.74
0.64,0.61,0.67,0.21,0.15,0.25,0.84,0.82,0.85
0.69,0.66,0.72,0.19,0.14,0.24,0.84,0.82,0.86
0.63,0.59,0.66,0.25,0.2,0.3,0.78,0.76,0.8
0.62,0.58,0.66,0.23,0.17,0.27,0.8,0.77,0.82
0.68,0.64,0.71,0.21,0.16,0.26,0.81,0.78,0.83
0.53,0.49,0.57,0.34,0.29,0.38,0.68,0.64,0.71
0.55,0.51,0.58,0.32,0.28,0.36,0.7,0.68,0.73
0.55,0.51,0.59,0.33,0.28,0.37,0.69,0.65,0.72
0.59,0.55,0.63,0.27,0.21,0.31,0.77,0.74,0.8
0.59,0.56,0.62,0.26,0.21,0.3,0.75,0.73,0.78
0.57,0.51,0.62,0.28,0.22,0.33,0.75,0.7,0.78
0.58,0.52,0.63,0.26,0.2,0.32,0.77,0.72,0.81
0.59,0.53,0.64,0.26,0.2,0.31,0.78,0.74,0.82
0.64,0.59,0.7,0.2,0.14,0.26,0.82,0.77,0.85
0.65,0.58,0.71,0.2,0.14,0.27,0.81,0.76,0.85
0.63,0.59,0.68,0.22,0.16,0.27,0.81,0.78,0.84
0.62,0.59,0.66,0.25,0.19,0.29,0.78,0.75,0.81
0.67,0.61,0.72,0.19,0.13,0.25,0.83,0.79,0.86
0.68,0.64,0.71,0.17,0.11,0.21,0.85,0.82,0.87
0.52,0.48,0.56,0.3,0.25,0.35,0.69,0.65,0.72
0.64,0.59,0.69,0.21,0.15,0.26,0.8,0.77,0.83
0.56,0.51,0.62,0.28,0.22,0.33,0.73,0.68,0.77
0.57,0.52,0.62,0.26,0.2,0.31,0.76,0.72,0.79
0.59,0.55,0.63,0.24,0.19,0.29,0.76,0.73,0.79
0.63,0.6,0.66,0.22,0.17,0.27,0.79,0.76,0.81
0.59,0.56,0.62,0.26,0.22,0.3,0.74,0.72,0.76
0.66,0.63,0.68,0.19,0.15,0.24,0.82,0.8,0.83
0.64,0.6,0.67,0.21,0.16,0.26,0.81,0.79,0.83
0.6,0.55,0.64,0.24,0.18,0.29,0.79,0.76,0.82
0.69,0.66,0.72,0.18,0.13,0.23,0.84,0.82,0.86
0.7,0.68,0.72,0.18,0.13,0.22,0.85,0.83,0.86
0.67,0.63,0.7,0.19,0.14,0.24,0.83,0.81,0.85
0.67,0.63,0.7,0.19,0.14,0.24,0.83,0.8,0.85
0.68,0.66,0.71,0.19,0.14,0.23,0.84,0.82,0.85
0.68,0.64,0.71,0.19,0.13,0.23,0.85,0.82,0.87
0.68,0.64,0.71,0.19,0.14,0.23,0.84,0.82,0.86
0.68,0.64,0.71,0.19,0.13,0.24,0.83,0.81,0.85
0.68,0.65,0.71,0.18,0.13,0.23,0.84,0.82,0.86
0.68,0.64,0.71,0.19,0.14,0.24,0.82,0.8,0.84
0.61,0.57,0.64,0.23,0.18,0.28,0.79,0.77,0.81
0.54,0.5,0.57,0.32,0.27,0.36,0.7,0.67,0.73
0.56,0.52,0.6,0.31,0.26,0.35,0.72,0.69,0.74
0.63,0.59,0.66,0.22,0.17,0.27,0.8,0.77,0.82
0.63,0.59,0.66,0.24,0.19,0.29,0.78,0.75,0.81
0.64,0.6,0.67,0.22,0.16,0.26,0.79,0.77,0.81
0.63,0.6,0.66,0.22,0.17,0.27,0.83,0.81,0.85
0.55,0.52,0.59,0.32,0.28,0.37,0.69,0.67,0.72
0.63,0.6,0.66,0.23,0.18,0.27,0.79,0.77,0.82
0.56,0.53,0.6,0.28,0.23,0.32,0.73,0.7,0.75
0.67,0.62,0.7,0.2,0.14,0.25,0.84,0.82,0.87
0.67,0.64,0.71,0.2,0.14,0.25,0.85,0.83,0.87
0.69,0.65,0.72,0.18,0.12,0.23,0.85,0.82,0.86
0.67,0.65,0.7,0.2,0.15,0.24,0.85,0.83,0.86
0.69,0.64,0.74,0.16,0.11,0.22,0.86,0.83,0.89
0.63,0.61,0.66,0.21,0.16,0.25,0.81,0.79,0.82
0.67,0.64,0.69,0.17,0.12,0.22,0.85,0.83,0.86
0.66,0.63,0.69,0.19,0.14,0.24,0.83,0.81,0.85
0.68,0.65,0.7,0.17,0.12,0.21,0.86,0.85,0.88
0.71,0.68,0.73,0.17,0.12,0.22,0.86,0.85,0.88
0.71,0.69,0.74,0.16,0.1,0.2,0.87,0.85,0.88
0.67,0.65,0.69,0.18,0.13,0.23,0.85,0.84,0.87
0.69,0.66,0.72,0.16,0.11,0.21,0.86,0.85,0.88
0.69,0.66,0.72,0.18,0.12,0.22,0.86,0.84,0.88
0.7,0.67,0.72,0.16,0.11,0.21,0.86,0.84,0.87
0.72,0.68,0.74,0.16,0.11,0.21,0.87,0.85,0.89
0.72,0.69,0.74,0.16,0.11,0.2,0.87,0.86,0.89
0.62,0.58,0.66,0.23,0.18,0.27,0.82,0.79,0.84
0.68,0.64,0.71,0.18,0.13,0.23,0.86,0.83,0.87
0.6,0.57,0.63,0.25,0.2,0.29,0.8,0.78,0.82
0.68,0.63,0.72,0.18,0.12,0.23,0.87,0.84,0.89
0.62,0.6,0.65,0.24,0.19,0.28,0.81,0.8,0.83
0.61,0.57,0.65,0.24,0.19,0.28,0.79,0.76,0.82
0.68,0.65,0.7,0.21,0.17,0.26,0.86,0.84,0.87
0.71,0.67,0.74,0.16,0.11,0.21,0.88,0.86,0.89
0.7,0.67,0.73,0.16,0.1,0.2,0.88,0.86,0.89
0.67,0.65,0.7,0.19,0.14,0.23,0.85,0.83,0.87
0.66,0.62,0.69,0.19,0.14,0.23,0.83,0.81,0.85
0.73,0.69,0.77,0.14,0.09,0.19,0.89,0.87,0.91
0.68,0.65,0.71,0.17,0.11,0.21,0.85,0.82,0.87
0.68,0.64,0.71,0.16,0.11,0.21,0.86,0.84,0.88
0.64,0.6,0.67,0.22,0.16,0.26,0.79,0.76,0.81
0.62,0.57,0.65,0.23,0.18,0.28,0.78,0.75,0.81
0.65,0.61,0.68,0.21,0.15,0.25,0.81,0.78,0.83
0.56,0.52,0.61,0.28,0.23,0.33,0.72,0.68,0.75
0.59,0.55,0.63,0.26,0.21,0.3,0.74,0.71,0.77
0.69,0.64,0.73,0.19,0.13,0.24,0.83,0.8,0.86
0.67,0.62,0.71,0.2,0.14,0.25,0.82,0.78,0.85
0.63,0.59,0.66,0.24,0.19,0.29,0.8,0.77,0.83
0.66,0.63,0.7,0.2,0.15,0.25,0.84,0.81,0.86
0.66,0.61,0.7,0.19,0.13,0.24,0.83,0.8,0.86
0.71,0.66,0.76,0.16,0.1,0.21,0.87,0.85,0.9
0.68,0.64,0.71,0.19,0.14,0.24,0.86,0.84,0.88
0.71,0.68,0.74,0.17,0.12,0.22,0.87,0.85,0.88
0.73,0.7,0.76,0.16,0.11,0.21,0.86,0.84,0.88
0.67,0.65,0.69,0.19,0.15,0.24,0.85,0.83,0.86
0.72,0.69,0.74,0.16,0.11,0.21,0.87,0.86,0.89
0.72,0.69,0.74,0.16,0.11,0.21,0.88,0.86,0.89
0.79,0.77,0.81,0.11,0.05,0.16,0.92,0.91,0.93
0.82,0.8,0.83,0.09,0.03,0.15,0.92,0.91,0.93
0.71,0.69,0.74,0.18,0.12,0.22,0.85,0.84,0.87
0.85,0.83,0.86,0.08,0.02,0.13,0.94,0.93,0.95
0.82,0.8,0.83,0.1,0.04,0.15,0.92,0.91,0.93
0.79,0.77,0.8,0.12,0.06,0.17,0.9,0.89,0.91
0.75,0.73,0.76,0.15,0.09,0.2,0.88,0.87,0.89
0.67,0.65,0.7,0.19,0.14,0.24,0.86,0.84,0.87
0.75,0.73,0.77,0.14,0.09,0.19,0.89,0.88,0.9
0.75,0.73,0.77,0.14,0.08,0.19,0.9,0.89,0.91
0.57,0.54,0.59,0.28,0.24,0.32,0.74,0.72,0.76
0.62,0.57,0.66,0.23,0.18,0.29,0.79,0.76,0.82
0.64,0.61,0.67,0.21,0.16,0.26,0.82,0.81,0.84
0.66,0.62,0.69,0.2,0.15,0.25,0.84,0.82,0.86
0.62,0.58,0.66,0.22,0.17,0.27,0.81,0.78,0.83
0.56,0.52,0.6,0.25,0.2,0.3,0.77,0.74,0.8
0.58,0.54,0.62,0.24,0.19,0.29,0.78,0.75,0.8
0.63,0.6,0.66,0.22,0.17,0.26,0.81,0.79,0.83
0.65,0.61,0.69,0.21,0.16,0.27,0.83,0.8,0.85
0.53,0.49,0.57,0.28,0.23,0.32,0.75,0.72,0.78
0.5,0.47,0.53,0.31,0.27,0.35,0.74,0.71,0.77
0.53,0.49,0.58,0.29,0.24,0.34,0.76,0.73,0.79
0.55,0.5,0.6,0.3,0.25,0.35,0.74,0.7,0.78
0.59,0.56,0.63,0.27,0.22,0.31,0.77,0.74,0.8
0.53,0.49,0.56,0.34,0.29,0.38,0.71,0.68,0.73
0.57,0.53,0.61,0.29,0.25,0.34,0.76,0.73,0.79
0.56,0.51,0.6,0.28,0.23,0.33,0.75,0.72,0.79
0.56,0.52,0.59,0.3,0.26,0.35,0.76,0.73,0.79
0.56,0.51,0.61,0.28,0.23,0.33,0.75,0.71,0.79
0.54,0.5,0.57,0.31,0.26,0.35,0.72,0.7,0.75
0.6,0.56,0.63,0.26,0.2,0.3,0.77,0.74,0.79
0.64,0.59,0.68,0.2,0.14,0.25,0.82,0.79,0.85
0.59,0.54,0.63,0.27,0.22,0.32,0.76,0.73,0.79
0.6,0.56,0.64,0.23,0.18,0.28,0.8,0.78,0.83
0.61,0.57,0.64,0.26,0.21,0.3,0.78,0.76,0.8
0.63,0.58,0.68,0.21,0.15,0.27,0.8,0.77,0.84
0.66,0.62,0.7,0.19,0.13,0.24,0.84,0.81,0.86
0.53,0.48,0.57,0.3,0.25,0.34,0.73,0.7,0.76
0.6,0.56,0.63,0.24,0.19,0.28,0.8,0.77,0.82
0.62,0.59,0.66,0.22,0.17,0.27,0.83,0.8,0.85
0.63,0.6,0.66,0.21,0.16,0.26,0.81,0.79,0.83
0.64,0.61,0.67,0.21,0.16,0.25,0.82,0.8,0.84
0.61,0.58,0.64,0.24,0.19,0.28,0.81,0.79,0.83
0.64,0.61,0.67,0.22,0.17,0.26,0.82,0.8,0.84
0.67,0.63,0.71,0.18,0.12,0.23,0.84,0.82,0.87
0.65,0.61,0.68,0.2,0.14,0.24,0.84,0.82,0.86
0.63,0.59,0.66,0.22,0.17,0.26,0.82,0.8,0.84
0.64,0.6,0.68,0.21,0.16,0.26,0.82,0.79,0.84
0.62,0.59,0.65,0.24,0.19,0.28,0.8,0.78,0.82
0.63,0.6,0.67,0.21,0.16,0.25,0.82,0.8,0.84
0.61,0.57,0.64,0.25,0.2,0.29,0.77,0.74,0.79
0.59,0.56,0.62,0.25,0.2,0.29,0.77,0.75,0.8
0.67,0.64,0.7,0.18,0.13,0.23,0.84,0.83,0.86
0.68,0.64,0.71,0.18,0.12,0.22,0.86,0.84,0.88
0.69,0.65,0.72,0.17,0.12,0.22,0.85,0.83,0.87
0.69,0.65,0.72,0.18,0.12,0.22,0.86,0.84,0.88
0.66,0.63,0.7,0.18,0.13,0.23,0.85,0.83,0.86
0.7,0.66,0.73,0.17,0.11,0.22,0.87,0.85,0.89
0.69,0.65,0.72,0.17,0.11,0.22,0.87,0.84,0.89
0.73,0.7,0.76,0.14,0.08,0.19,0.89,0.87,0.91
0.69,0.66,0.72,0.16,0.1,0.21,0.87,0.85,0.88
0.67,0.63,0.71,0.18,0.13,0.23,0.86,0.83,0.88
0.68,0.65,0.72,0.17,0.12,0.22,0.87,0.86,0.89
0.64,0.6,0.67,0.21,0.15,0.26,0.82,0.8,0.85
0.69,0.66,0.73,0.16,0.1,0.21,0.87,0.85,0.89
0.64,0.62,0.67,0.21,0.16,0.25,0.83,0.81,0.84
0.67,0.63,0.7,0.2,0.14,0.24,0.84,0.81,0.86
0.7,0.66,0.73,0.16,0.1,0.21,0.87,0.85,0.89
0.67,0.63,0.7,0.18,0.13,0.23,0.85,0.83,0.87
0.67,0.63,0.7,0.19,0.14,0.24,0.85,0.82,0.86
0.63,0.58,0.67,0.23,0.18,0.28,0.8,0.77,0.83
0.64,0.61,0.68,0.22,0.17,0.27,0.82,0.79,0.84
0.61,0.58,0.64,0.28,0.24,0.32,0.76,0.74,0.79
0.69,0.66,0.72,0.2,0.14,0.24,0.85,0.83,0.86
0.53,0.5,0.57,0.33,0.29,0.37,0.69,0.66,0.71
0.53,0.5,0.56,0.34,0.3,0.38,0.69,0.66,0.71
0.67,0.64,0.7,0.2,0.14,0.24,0.85,0.83,0.86
0.65,0.61,0.68,0.23,0.18,0.28,0.81,0.79,0.83
0.69,0.65,0.72,0.21,0.16,0.26,0.81,0.78,0.83
0.75,0.72,0.78,0.16,0.1,0.21,0.86,0.85,0.88
0.72,0.69,0.74,0.17,0.12,0.22,0.85,0.83,0.87
0.7,0.67,0.72,0.19,0.13,0.23,0.86,0.84,0.88
0.69,0.67,0.72,0.18,0.13,0.23,0.86,0.84,0.87
0.71,0.68,0.73,0.18,0.13,0.23,0.87,0.85,0.89
0.62,0.6,0.64,0.24,0.2,0.28,0.8,0.78,0.81
0.68,0.64,0.71,0.2,0.14,0.25,0.85,0.82,0.87
0.65,0.62,0.67,0.22,0.18,0.27,0.82,0.8,0.83
0.67,0.63,0.71,0.2,0.14,0.24,0.84,0.82,0.86
0.67,0.65,0.69,0.19,0.14,0.23,0.85,0.84,0.87
0.62,0.59,0.65,0.23,0.18,0.27,0.81,0.79,0.83
0.62,0.59,0.65,0.22,0.17,0.26,0.8,0.77,0.82
0.62,0.59,0.64,0.25,0.21,0.29,0.77,0.74,0.78
0.65,0.62,0.68,0.22,0.17,0.27,0.81,0.79,0.83
0.66,0.63,0.68,0.21,0.16,0.25,0.82,0.81,0.84
0.67,0.64,0.7,0.18,0.13,0.23,0.85,0.83,0.87
0.65,0.62,0.68,0.21,0.16,0.26,0.82,0.8,0.84
0.67,0.64,0.7,0.19,0.14,0.24,0.82,0.8,0.84
0.63,0.6,0.66,0.23,0.19,0.28,0.8,0.78,0.81
0.65,0.6,0.7,0.21,0.15,0.26,0.82,0.78,0.85
0.64,0.6,0.67,0.23,0.18,0.27,0.81,0.79,0.83
0.66,0.63,0.69,0.2,0.14,0.24,0.83,0.81,0.85
0.63,0.59,0.66,0.22,0.17,0.27,0.81,0.78,0.83
0.54,0.5,0.58,0.33,0.28,0.37,0.71,0.67,0.74
0.53,0.49,0.56,0.34,0.29,0.38,0.7,0.67,0.73
0.54,0.5,0.58,0.33,0.28,0.37,0.7,0.67,0.73
0.62,0.59,0.66,0.25,0.2,0.3,0.79,0.76,0.81
0.58,0.54,0.62,0.29,0.24,0.34,0.73,0.7,0.76
0.65,0.61,0.69,0.21,0.16,0.26,0.82,0.79,0.85
0.61,0.58,0.65,0.27,0.22,0.31,0.75,0.73,0.78
0.6,0.54,0.65,0.28,0.23,0.34,0.76,0.71,0.8
0.59,0.54,0.64,0.28,0.22,0.33,0.75,0.71,0.78
0.66,0.61,0.7,0.23,0.17,0.28,0.82,0.79,0.84
0.62,0.58,0.67,0.26,0.2,0.31,0.79,0.75,0.82
0.68,0.61,0.74,0.2,0.13,0.26,0.83,0.78,0.87
0.63,0.58,0.67,0.24,0.19,0.29,0.79,0.76,0.82
0.65,0.62,0.68,0.23,0.18,0.27,0.81,0.79,0.83
0.66,0.62,0.71,0.23,0.17,0.28,0.82,0.79,0.85
0.65,0.61,0.69,0.2,0.14,0.25,0.83,0.79,0.86
0.69,0.63,0.74,0.17,0.11,0.22,0.86,0.83,0.89
0.58,0.54,0.63,0.28,0.23,0.33,0.75,0.71,0.78
0.66,0.63,0.69,0.19,0.13,0.23,0.83,0.81,0.86
0.57,0.51,0.62,0.3,0.25,0.36,0.72,0.67,0.77
0.54,0.49,0.59,0.34,0.28,0.39,0.71,0.67,0.75
